Departamento|Provincia|Distrito|Nombre|Telefono|x_gis|y_gis
SAN_MARTIN|SAN_MARTIN|LA_BANDA_DE_SHILCAYO|PROGRESO_KM.30|997078104|-76.30952297|-6.40637322
SAN_MARTIN|SAN_MARTIN|CACATACHI|CACATACHI|952255666|-76.44876832|-6.46425693
SAN_MARTIN|LAMAS|ALONSO_DE_ALVARADO|PACAYZAPA|939045766|-76.77392076|-6.2720521
SAN_MARTIN|PICOTA|PICOTA|SANTA_ROSILLO_PICOTA|981920946|-76.36613443|-6.92213474
SAN_MARTIN|RIOJA|NUEVA_CAJAMARCA|TUPAC_AMARU|*302034|-77.42862851|-5.83518797
SAN_MARTIN|MARISCAL_CACERES|HUICUNGO|PIZARRO|ACTUALIZAR|-76.98517234|-7.25018005
SAN_MARTIN|BELLAVISTA|BAJO_BIAVO|NUEVO_LIMA|938710859|-76.47251988|-7.09804604
SAN_MARTIN|BELLAVISTA|BAJO_BIAVO|LA_UNION|942334065|-76.49628402|-7.16329061
SAN_MARTIN|MOYOBAMBA|JEPELACIO|RAMIREZ|972816426|-76.83341565|-6.17598946
SAN_MARTIN|MOYOBAMBA|MOYOBAMBA|CAÑABRAVA|945371672|-77.03900667|-5.90585
SAN_MARTIN|BELLAVISTA|BELLAVISTA|HUACHO|945449728|-76.64896667|-6.89911
SAN_MARTIN|BELLAVISTA|BELLAVISTA|LAS__MERCEDES|937613661|-76.63121833|-6.92895833
SAN_MARTIN|RIOJA|ELIAS_SOPLIN_VARGAS|SEGUNDA_JERUSALEN|992156333|-77.27644033|-5.98942123
SAN_MARTIN|MARISCAL_CACERES|HUICUNGO|HUICUNGO|948922479|-76.77513284|-7.31638213
SAN_MARTIN|HUALLAGA|SAPOSOA|EL_DORADO|042-547219|-76.86776|-6.91618
SAN_MARTIN|LAMAS|ZAPATERO|CARAÑAYACU|942020869|-76.52435836|-6.52939221
SAN_MARTIN|SAN_MARTIN|CHAZUTA|ACHINAMIZA|947059240|-75.90459905|-6.48600851
SAN_MARTIN|PICOTA|BUENOS_AIRES|STA._ROSILLO_DE_UPAQUIHUA|980079925|-76.42747167|-6.70757167
SAN_MARTIN|SAN_MARTIN|LA_BANDA_DE_SHILCAYO|LA_UNION_(SANIRARCA)|943653754|-76.30461644|-6.50480814
SAN_MARTIN|SAN_MARTIN|TARAPOTO|PUNTA_DEL_ESTE|042-526305|-76.360275|-6.47853
SAN_MARTIN|LAMAS|ZAPATERO|SANTA_ANA_DEL_RIO_MAYO|943829634|-76.51265477|-6.48137592
SAN_MARTIN|LAMAS|BARRANQUITA|SANANGO|989649669|-75.98738|-6.333835
SAN_MARTIN|SAN_MARTIN|TARAPOTO|NUEVE_DE_ABRIL|042-520761|-76.372355|-6.48597333
SAN_MARTIN|PICOTA|TINGO_DE_PONASA|HUAÑIPO|973987784|-76.19651637|-7.00452999
SAN_MARTIN|SAN_MARTIN|SAUCE|SAUCE|949499115|-76.21565248|-6.68997287
SAN_MARTIN|LAMAS|TABALOSOS|HUNGURAHUI_PAMPA|943867084|-76.59155833|-6.541965
SAN_MARTIN|LAMAS|CAYNARACHI|NUEVO_TOCACHE|947687252|-76.45295682|-5.96725472
SAN_MARTIN|SAN_MARTIN|SHAPAJA|SHAPAJA|995815104|-76.26451859|-6.57519036
SAN_MARTIN|SAN_MARTIN|LA_BANDA_DE_SHILCAYO|SAN_JOSE_KM.34|922308968|-76.28864939|-6.42294101
SAN_MARTIN|SAN_MARTIN|CHAZUTA|AGUANO_MUYUNA|986916362|-76.14783228|-6.6106108
SAN_MARTIN|LAMAS|CAYNARACHI|SAN_MIGUEL_DE_ACHINAMIZA|948804844|-76.16959055|-6.29860732
SAN_MARTIN|TOCACHE|TOCACHE|NUEVA_ESPERANZA|959434888|-76.55524|-8.25423333
SAN_MARTIN|TOCACHE|TOCACHE|TANANTA|942832211|-76.5776413|-8.11928203
SAN_MARTIN|TOCACHE|NUEVO_PROGRESO|RAMAL_DE_ASPUZANA|955923635|-76.17724|-8.75355
SAN_MARTIN|LAMAS|RUMISAPA|CHIRAPA_LA_LIBERTAD|042-543326|-76.46031|-6.41184333
SAN_MARTIN|LAMAS|ALONSO_DE_ALVARADO|SAN_JUAN_DE_PACAYZAPA|945475853|-76.76159618|-6.28290632
SAN_MARTIN|EL_DORADO|SANTA_ROSA|SAN_JUAN_DE_TALLIQUIHUI|947607114|-76.571475|-6.63627167
SAN_MARTIN|LAMAS|ZAPATERO|UCHUMULLACA|956920909|-76.50003433|-6.60284758
SAN_MARTIN|EL_DORADO|SAN_JOSE_DE_SISA|NAUTA|968495803|-76.73027305|-6.65366544
SAN_MARTIN|EL_DORADO|SAN_MARTIN|BUENA_VISTA|942055064|-76.75270833|-6.44290333
SAN_MARTIN|SAN_MARTIN|EL_PORVENIR|NUEVO_SAN_JUAN|941862841|-75.84027044|-6.24030466
SAN_MARTIN|LAMAS|PINTO_RECODO|VENCEDOR|948156455|-76.81455629|-6.08211842
SAN_MARTIN|BELLAVISTA|ALTO_BIAVO|JOSE_OLAYA|938750061|-76.41626479|-7.40185691
SAN_MARTIN|HUALLAGA|ALTO_SAPOSOA|YACUSISA|944484076|-76.80042333|-6.80856167
